1128,Plum,Turbox-QCM6490.LA.2.0,daily/Plum-c6490-la2.0-Uosv-vendor-NOKIA_EEA/static.daily.Plum-c6490-la2.0-Uosv-vendor-NOKIA_EEA-20250513.1027.user.xml,Turbox-QCM6490.LA.2.0,Plum-c6490-la2.0-Uosv-vendor-NOKIA_EEA-20250513.1027-CTS-Tmp,2025/5/23 12:11,
1129,Plum,Turbox-Snapdragon_Mid_2022.SPF.2.0,daily/RugGear-Plum-qssi14-NOKIA_B68_EEA/static.daily.RugGear-Plum-qssi14-NOKIA_B68_EEA-20250513.1027.userdebug.xml,Turbox-Snapdragon_Mid_2022.SPF.2.0,RugGear-Plum-qssi14-NOKIA_B68_EEA-20250513.1027-CTS-Tmp,2025/5/23 12:14,
1130,Plum,Turbox-QCM6490.LA.2.0,daily/Plum-c6490-la2.0-Uosv-vendor-NOKIA_B68_EEA/static.daily.Plum-c6490-la2.0-Uosv-vendor-NOKIA_B68_EEA-20250513.1027.userdebug.xml,Turbox-QCM6490.LA.2.0,Plum-c6490-la2.0-Uosv-vendor-NOKIA_B68_EEA-20250513.1027-CTS-Tmp,2025/5/23 12:16,
1131,video,Turbox-QCM6490.LA.3.1,MDEP-c6490p-la3.1-mdep-dev.xml,Turbox-QCM6490.LA.3.1,video-c6490p-la3.1-mdep-dev.xml,2025/5/28 16:35,
1132,video,Turbox-QCM6490.LA.3.1,MDEP-c6490p-la3.1-vendor-dev.xml,Turbox-QCM6490.LA.3.1,video-c6490p-la3.1-vendor-dev.xml,2025/5/28 16:36,
1133,Zing_OTA,Turbox-Snapdragon_High_2019.SPF.3.0,daily/Zing-sm7125-la3.0-launcher/static.daily.Zing-sm7125-la3.0-launcher-com-EU-20250429.1828.xml,Turbox-Snapdragon_High_2019.SPF.3.0,Zing-sm7125-la3.0-launcher-com-EU-OTA10,2025/6/4 10:28,
1134,Occhi_OSV,Turbox-QCM6125.LA.5.0,Occhi-cm6125-la5.0-qssi15-dev.xml,Turbox-QCM6125.LA.5.0,Occhi-cm6125-la5.0-qssi15-factory.xml,2025/6/4 11:26,
1135,Occhi_OSV,Turbox-QCM6125.LA.5.0,Occhi-cm6125-la5.0-vendor-dev.xml,Turbox-QCM6125.LA.5.0,Occhi-cm6125-la5.0-vendor-factory.xml,2025/6/4 11:27,
1136,Zing_OTA,Turbox-Snapdragon_High_2019.SPF.3.0,daily/Zing-sm7125-la3.0-launcher-EU/static.daily.Zing-sm7125-la3.0-launcher-EU-20250429.1828.xml,Turbox-Snapdragon_High_2019.SPF.3.0, Zing-sm7125-la3.0-launcher-EU-OTA10,2025/6/4 18:17,
1137,PlusWin,Turbox-QCM6490.WP.1.0,qcom-base/QCM6490.WP.1.0-amss_standard_oem-r00329.1.xml,Turbox-QCM6490.WP.1.0,PlusWin-qcm6490-wp1.0-dev.xml,2025/6/5 19:28,
1138,Rob_3DScanner,Turbox-QCS6490.UBUN.1.0,turbox-c6490-lu1.0-dev.release.CS.r002002.xml,Turbox-QCS6490.UBUN.1.0,Rob_3DScanner-c6490-lu1.0-dev.xml,2025/6/6 16:31,
